,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
16,CHI,1995,29.9,72,10,70,12,12.24,-0.44,11.8,115.2,101.8,13.4,91.1,0.29100000000000004,0.196,0.555,0.517,13.1,36.9,0.217,0.48200000000000004,16.1,71.1,0.222,United Center,969149.0,
56,LAL,1995,27.1,53,29,53,29,4.45,-0.24,4.21,111.4,106.6,4.8,92.4,0.306,0.203,0.555,0.515,13.3,30.1,0.228,0.491,14.9,66.8,0.205,Great Western Forum,649634.0,17505.0
96,BOS,1995,26.3,33,49,32,50,-3.4,0.03,-3.37,106.4,109.9,-3.5,96.2,0.32899999999999996,0.209,0.534,0.494,14.1,28.8,0.235,0.511,14.3,70.0,0.258,FleetCenter,730842.0,17085.0
136,SEA,1995,29.6,64,18,61,21,7.79,-0.4,7.4,110.3,102.1,8.2,93.8,0.379,0.249,0.574,0.526,16.2,29.7,0.28800000000000003,0.479,16.7,69.5,0.252,KeyArena at Seattle Center,697301.0,16646.0
165,UTA,1995,29.5,55,27,59,23,6.59,-0.34,6.25,113.3,106.1,7.2,90.0,0.359,0.158,0.5660000000000001,0.517,14.1,31.6,0.276,0.489,15.1,71.7,0.295,Delta Center,813073.0,19911.0
196,MIA,1995,27.4,42,40,45,37,1.43,0.03,1.46,105.3,103.8,1.5,91.1,0.345,0.23,0.541,0.501,16.0,30.1,0.245,0.469,14.8,71.8,0.298,Miami Arena,606088.0,
236,PHI,1995,26.1,18,64,16,66,-10.0,0.55,-9.45,102.2,113.0,-10.8,92.2,0.353,0.22399999999999998,0.522,0.474,16.0,29.4,0.259,0.522,14.4,65.0,0.217,CoreStates Spectrum,476016.0,
276,SAS,1995,29.4,59,23,58,24,6.3,-0.33,5.98,110.2,103.5,6.7,93.3,0.342,0.2,0.5579999999999999,0.516,13.6,27.5,0.252,0.47200000000000003,13.9,70.0,0.21600000000000003,Alamodome,782701.0,18752.0
316,WAS,1995,24.8,39,43,44,38,1.06,-0.07,0.99,108.7,107.6,1.1,93.7,0.314,0.183,0.5579999999999999,0.521,15.0,28.2,0.228,0.489,15.0,67.8,0.27399999999999997,US Airways Arena,669598.0,
356,POR,1995,28.1,44,38,48,34,2.35,-0.14,2.21,106.0,103.5,2.5,92.6,0.34700000000000003,0.203,0.528,0.494,15.2,33.4,0.23,0.478,13.5,73.4,0.23600000000000002,Rose Garden Arena,848055.0,
390,SAC,1995,26.6,39,43,33,49,-2.71,0.09,-2.62,106.2,109.1,-2.9,93.4,0.371,0.184,0.54,0.493,16.0,32.5,0.271,0.498,15.1,69.0,0.302,ARCO Arena (II),709999.0,
430,HOU,1995,29.0,48,34,46,36,1.74,-0.12,1.63,109.3,107.4,1.9,93.2,0.317,0.265,0.555,0.512,14.1,26.9,0.243,0.495,13.6,68.6,0.20600000000000002,The Summit,667840.0,16611.0
464,TOR,1995,26.1,21,61,21,61,-7.51,0.31,-7.2,103.8,111.8,-8.0,93.2,0.29600000000000004,0.177,0.536,0.499,17.2,32.0,0.214,0.514,14.7,66.8,0.272,SkyDome,950330.0,
528,GSW,1995,27.0,36,46,37,45,-1.45,0.03,-1.42,108.4,109.9,-1.5,93.4,0.349,0.179,0.539,0.489,14.8,33.9,0.265,0.51,15.2,67.2,0.23199999999999998,Oakland-Alameda County Coliseum Arena,616025.0,
568,DEN,1995,26.8,35,47,33,49,-2.71,0.09,-2.62,105.2,108.1,-2.9,92.2,0.326,0.172,0.526,0.48100000000000004,14.2,30.7,0.242,0.49200000000000005,12.8,72.7,0.237,McNichols Sports Arena,675425.0,
608,ATL,1995,28.1,46,36,45,37,1.22,0.07,1.29,109.4,108.0,1.4,89.6,0.302,0.239,0.534,0.49,14.0,34.0,0.22899999999999998,0.512,16.3,67.1,0.217,Omni Coliseum,496668.0,8297.0
