,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
529,GSW,1996,26.7,30,52,28,54,-4.71,-0.2,-4.9,107.2,112.2,-5.0,91.9,0.332,0.20800000000000002,0.5429999999999999,0.493,15.8,32.3,0.258,0.518,14.4,67.5,0.23399999999999999,San Jose Arena,621844.0,
569,DEN,1996,28.6,21,61,24,58,-6.28,-0.12,-6.4,104.5,111.2,-6.7,92.4,0.298,0.256,0.53,0.486,15.2,28.8,0.22699999999999998,0.501,11.8,69.3,0.20600000000000002,McNichols Sports Arena,340486.0,
609,ATL,1996,28.8,56,26,57,25,5.44,0.08,5.52,108.5,102.3,6.2,86.8,0.31,0.29100000000000004,0.542,0.498,14.6,31.5,0.23600000000000002,0.47200000000000003,15.0,69.2,0.191,Omni Coliseum,549414.0,
640,CHO,1996,29.1,54,28,46,36,1.87,0.26,2.13,110.9,108.9,2.0,88.6,0.313,0.218,0.562,0.518,14.3,28.7,0.243,0.496,13.3,68.1,0.204,Charlotte Coliseum,985722.0,
658,ORL,1996,29.4,45,37,40,42,-0.35,0.28,-0.07,105.6,106.0,-0.4,88.3,0.304,0.256,0.524,0.48100000000000004,14.5,30.9,0.22699999999999998,0.495,15.3,67.3,0.21100000000000002,Orlando Arena,711311.0,
698,CLE,1996,26.7,42,40,47,35,1.84,0.47,2.32,104.6,102.4,2.2,82.9,0.297,0.215,0.531,0.493,15.0,29.4,0.215,0.48200000000000004,16.8,71.9,0.281,Gund Arena,692684.0,
752,NYK,1996,29.7,57,25,50,32,3.12,0.18,3.31,104.4,101.0,3.4,90.5,0.34,0.20800000000000002,0.546,0.501,17.0,30.5,0.255,0.46299999999999997,15.4,73.4,0.27899999999999997,Madison Square Garden (IV),790520.0,
792,IND,1996,27.9,39,43,44,38,0.98,0.52,1.49,105.8,104.7,1.1,89.0,0.374,0.18100000000000002,0.537,0.49,15.5,31.3,0.27,0.48,15.0,70.4,0.258,Market Square Arena,636735.0,
832,MIL,1996,27.3,33,49,35,47,-1.89,0.51,-1.38,106.2,108.3,-2.1,89.5,0.33399999999999996,0.146,0.541,0.496,15.1,29.7,0.248,0.501,14.1,69.9,0.253,Bradley Center,634999.0,
867,LAC,1996,25.5,36,46,34,48,-2.35,-0.31,-2.66,105.1,107.6,-2.5,91.3,0.31,0.2,0.524,0.48200000000000004,14.7,30.8,0.22699999999999998,0.499,15.5,68.1,0.26899999999999996,Los Angeles Memorial Sports Arena,232895.0,
906,DAL,1996,27.1,24,58,23,59,-6.35,-0.12,-6.47,101.1,108.2,-7.1,89.0,0.297,0.204,0.509,0.469,15.4,30.0,0.213,0.5,14.9,67.3,0.22899999999999998,Reunion Arena,619178.0,
946,PHO,1996,28.5,40,42,43,39,0.66,-0.45,0.21,109.3,108.6,0.7,93.2,0.317,0.213,0.552,0.508,13.4,27.1,0.24100000000000002,0.507,14.4,69.4,0.215,America West Arena,779940.0,
986,DET,1996,28.2,54,28,57,25,5.24,0.2,5.45,110.6,104.4,6.2,84.5,0.327,0.24600000000000002,0.5539999999999999,0.512,13.0,27.5,0.244,0.48700000000000004,14.6,70.4,0.19699999999999998,The Palace of Auburn Hills,784234.0,
1016,MIN,1996,26.3,40,42,37,45,-1.48,-0.35,-1.82,105.5,107.1,-1.6,90.7,0.33899999999999997,0.17,0.5329999999999999,0.485,14.4,28.8,0.254,0.486,14.6,68.3,0.252,Target Center,697727.0,
1056,NJN,1996,26.8,26,56,28,54,-4.56,0.67,-3.89,104.7,109.7,-5.0,92.4,0.28600000000000003,0.193,0.499,0.456,13.9,36.4,0.212,0.503,14.1,69.0,0.244,Continental Airlines Arena,670628.0,
1073,VAN,1996,25.0,14,68,15,67,-10.23,0.06,-10.17,100.3,111.8,-11.5,88.4,0.26899999999999996,0.19699999999999998,0.507,0.47100000000000003,15.3,29.7,0.191,0.51,14.4,64.1,0.22399999999999998,General Motors Place,683442.0,
