,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
13,CHI,1992,28.1,57,25,58,24,6.29,-0.1,6.19,112.9,106.1,6.8,92.5,0.271,0.09300000000000001,0.535,0.499,12.0,36.3,0.19899999999999998,0.493,15.4,68.7,0.239,Chicago Stadium,759656.0,
53,LAL,1992,28.0,39,43,38,44,-1.27,0.06,-1.2,107.6,108.9,-1.3,96.2,0.32899999999999996,0.09,0.534,0.486,13.7,31.4,0.249,0.5,14.3,66.4,0.215,Great Western Forum,633655.0,
93,BOS,1992,28.6,48,34,43,39,0.89,0.04,0.93,108.7,107.8,0.9,94.9,0.27,0.054000000000000006,0.536,0.495,12.9,31.2,0.21,0.479,12.9,69.0,0.251,Boston Garden,608495.0,
133,SEA,1992,27.7,55,27,59,23,7.07,-0.42,6.66,112.3,104.9,7.4,96.0,0.316,0.085,0.546,0.502,13.5,35.5,0.24100000000000002,0.489,16.4,67.7,0.26,Seattle Center Coliseum,646589.0,
162,UTA,1992,29.3,47,35,47,35,2.17,-0.43,1.74,109.6,107.4,2.2,96.5,0.365,0.061,0.55,0.498,13.8,31.0,0.27899999999999997,0.48700000000000004,13.9,68.7,0.25,Delta Center,815892.0,
193,MIA,1992,25.2,36,46,38,44,-1.15,0.21,-0.93,107.7,108.9,-1.2,94.6,0.361,0.13699999999999998,0.535,0.48100000000000004,13.9,31.9,0.27899999999999997,0.495,14.2,69.8,0.27399999999999997,Miami Arena,614915.0,
233,PHI,1992,27.1,26,56,26,56,-5.77,0.51,-5.25,104.6,110.4,-5.8,98.5,0.319,0.133,0.53,0.479,14.4,28.1,0.251,0.504,13.3,65.9,0.188,The Spectrum,515284.0,
273,SAS,1992,27.5,49,33,48,34,2.67,-0.46,2.21,109.6,106.8,2.8,95.4,0.34700000000000003,0.102,0.555,0.507,13.6,27.8,0.265,0.47700000000000004,12.3,70.1,0.221,HemisFair Arena,658337.0,
313,WAS,1992,26.1,22,60,23,59,-7.04,0.55,-6.49,103.6,110.8,-7.2,97.7,0.298,0.08199999999999999,0.523,0.48,14.2,28.8,0.223,0.51,13.6,67.1,0.21899999999999997,Capital Centre,558966.0,
353,POR,1992,28.2,51,31,49,33,3.11,-0.19,2.92,108.3,105.2,3.1,99.1,0.34700000000000003,0.115,0.526,0.47600000000000003,12.6,32.7,0.259,0.488,14.8,71.0,0.237,Memorial Coliseum,528408.0,12888.0
387,SAC,1992,26.5,25,57,33,49,-3.17,0.17,-3.0,106.5,109.6,-3.1,100.8,0.337,0.10800000000000001,0.53,0.48100000000000004,14.1,30.7,0.257,0.502,15.1,66.7,0.292,ARCO Arena (II),709997.0,
427,HOU,1992,27.4,55,27,53,29,4.23,-0.66,3.57,109.6,105.2,4.4,94.4,0.31,0.159,0.557,0.515,14.5,30.0,0.235,0.474,13.4,68.5,0.201,The Summit,554210.0,
525,GSW,1992,25.0,34,48,38,44,-0.99,0.05,-0.94,109.2,110.2,-1.0,99.5,0.342,0.11800000000000001,0.5429999999999999,0.502,14.9,34.2,0.245,0.501,14.0,67.0,0.261,Oakland-Alameda County Coliseum Arena,616025.0,
565,DEN,1992,24.8,36,46,36,46,-1.74,-0.4,-2.14,104.6,106.3,-1.7,99.8,0.324,0.062,0.518,0.47,14.5,33.6,0.245,0.47600000000000003,13.9,68.9,0.263,McNichols Sports Arena,586407.0,
605,ATL,1992,27.1,43,39,39,43,-0.87,0.2,-0.67,109.3,110.2,-0.9,97.6,0.305,0.14800000000000002,0.534,0.493,14.0,34.8,0.22699999999999998,0.516,14.6,68.5,0.22399999999999998,Omni Coliseum,491229.0,
