,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
636,CHO,1992,25.7,44,38,40,42,-0.24,0.22,-0.02,109.5,109.7,-0.2,100.2,0.32899999999999996,0.07400000000000001,0.547,0.499,13.8,31.3,0.254,0.48700000000000004,12.6,65.0,0.201,Charlotte Coliseum,971880.0,
654,ORL,1992,25.8,41,41,45,37,1.32,0.03,1.35,108.5,107.1,1.4,96.3,0.37200000000000005,0.133,0.5539999999999999,0.509,15.5,31.4,0.271,0.473,11.9,68.8,0.23199999999999998,Orlando Arena,621191.0,
694,CLE,1992,28.8,54,28,58,24,6.45,-0.15,6.3,112.7,106.0,6.7,94.8,0.308,0.10800000000000001,0.565,0.518,12.5,28.1,0.247,0.48200000000000004,13.1,69.1,0.185,Coliseum at Richfield,751465.0,
748,NYK,1992,28.3,60,22,58,24,6.16,-0.29,5.87,106.1,99.7,6.4,94.5,0.336,0.08800000000000001,0.526,0.479,14.1,33.1,0.249,0.444,14.9,72.1,0.294,Madison Square Garden (IV),804840.0,
788,IND,1992,26.8,41,41,46,36,1.7,0.08,1.77,111.9,110.1,1.8,96.0,0.342,0.11199999999999999,0.547,0.498,13.5,34.2,0.262,0.485,12.7,67.4,0.281,Market Square Arena,530891.0,
828,MIL,1992,26.9,28,54,31,51,-3.73,0.47,-3.26,106.2,110.1,-3.9,96.1,0.301,0.135,0.535,0.495,14.8,30.5,0.223,0.502,15.7,62.5,0.266,Bradley Center,660939.0,
863,LAC,1992,26.7,41,41,42,40,0.35,-0.03,0.33,107.4,107.1,0.3,99.1,0.297,0.067,0.53,0.493,13.9,32.7,0.213,0.489,15.1,66.7,0.263,Los Angeles Memorial Sports Arena,532625.0,
902,DAL,1992,24.9,11,71,10,72,-15.2,0.52,-14.68,99.5,114.7,-15.2,99.5,0.299,0.115,0.495,0.455,15.1,31.1,0.21,0.519,13.5,68.1,0.34700000000000003,Reunion Arena,554724.0,
942,PHO,1992,28.2,62,20,57,25,6.66,-0.39,6.27,113.3,106.7,6.6,99.8,0.358,0.154,0.5660000000000001,0.521,14.2,33.0,0.27,0.496,13.9,69.2,0.20600000000000002,America West Arena,779943.0,
982,DET,1992,29.9,40,42,37,45,-1.39,0.29,-1.1,107.4,108.9,-1.5,93.2,0.271,0.126,0.511,0.473,12.5,34.6,0.198,0.5,13.5,67.8,0.212,The Palace of Auburn Hills,889614.0,
1012,MIN,1992,25.8,19,63,21,61,-7.78,0.16,-7.62,103.6,111.8,-8.2,93.8,0.344,0.087,0.535,0.479,15.9,28.7,0.275,0.503,13.5,66.3,0.26899999999999996,Target Center,754593.0,
1052,NJN,1992,27.3,43,39,45,37,1.26,-0.05,1.2,106.5,105.2,1.3,96.0,0.319,0.069,0.522,0.473,14.4,35.5,0.244,0.48,14.1,69.5,0.24,Brendan Byrne Arena,620416.0,
