,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
22,CHI,2001,25.5,21,61,18,64,-8.54,0.02,-8.52,98.2,107.6,-9.4,90.5,0.302,0.134,0.499,0.456,14.6,26.6,0.218,0.49700000000000005,13.7,71.4,0.239,United Center,776311.0,18934.0
62,LAL,2001,27.9,58,24,60,22,7.12,0.03,7.15,109.4,101.7,7.7,92.1,0.313,0.21,0.534,0.498,11.8,28.8,0.218,0.45299999999999996,13.0,72.0,0.233,STAPLES Center,778777.0,18995.0
102,BOS,2001,26.2,49,33,48,34,2.21,-0.46,1.75,103.4,101.0,2.4,92.5,0.29100000000000004,0.289,0.52,0.47600000000000003,12.8,24.1,0.223,0.46399999999999997,15.1,72.9,0.245,FleetCenter,659751.0,16091.0
142,SEA,2001,26.9,45,37,50,32,3.02,0.22,3.24,108.9,105.6,3.3,89.0,0.25,0.193,0.54,0.505,13.2,29.4,0.18899999999999997,0.485,14.5,68.1,0.20600000000000002,KeyArena at Seattle Center,633516.0,15452.0
171,UTA,2001,29.9,44,38,44,38,0.89,0.32,1.21,105.6,104.6,1.0,90.3,0.381,0.132,0.529,0.47200000000000003,15.4,33.5,0.29100000000000004,0.484,15.9,71.7,0.28600000000000003,Delta Center,766108.0,18686.0
202,MIA,2001,30.1,36,46,36,46,-1.54,-0.31,-1.84,98.5,100.2,-1.7,87.4,0.268,0.141,0.501,0.46299999999999997,14.6,26.6,0.19399999999999998,0.455,13.6,74.0,0.249,AmericanAirlines Arena,655549.0,15989.0
242,PHI,2001,29.0,43,39,46,36,1.6,-0.33,1.27,102.1,100.3,1.8,88.9,0.327,0.111,0.507,0.452,14.6,31.7,0.255,0.46,14.2,72.1,0.20800000000000002,First Union Center,842976.0,20560.0
282,SAS,2001,28.5,58,24,59,23,6.21,0.07,6.28,106.5,99.7,6.8,90.0,0.353,0.19,0.539,0.49200000000000005,13.8,27.2,0.262,0.45299999999999996,13.7,71.9,0.18899999999999997,Alamodome,906390.0,22107.0
322,WAS,2001,27.5,37,45,37,45,-1.4,-0.17,-1.58,104.8,106.4,-1.6,88.3,0.28,0.11800000000000001,0.508,0.46399999999999997,12.5,30.7,0.214,0.484,13.0,71.4,0.214,MCI Center,847634.0,20674.0
362,POR,2001,29.0,49,33,50,32,2.99,0.22,3.21,107.4,104.0,3.4,89.3,0.285,0.198,0.528,0.485,13.5,31.8,0.218,0.489,14.2,73.3,0.20199999999999999,Rose Garden Arena,797821.0,19459.0
396,SAC,2001,27.0,61,21,61,21,7.61,0.0,7.61,109.0,101.1,7.9,95.6,0.308,0.166,0.539,0.49700000000000005,12.4,27.9,0.231,0.467,13.6,71.7,0.185,ARCO Arena (II),709997.0,17317.0
436,HOU,2001,25.9,28,54,27,55,-4.89,0.58,-4.31,103.1,108.6,-5.5,88.2,0.28600000000000003,0.223,0.507,0.465,13.4,29.0,0.21100000000000002,0.491,11.5,69.8,0.17800000000000002,Compaq Center,481227.0,11737.0
470,TOR,2001,29.3,42,40,40,42,-0.44,-0.27,-0.71,102.6,103.1,-0.5,88.8,0.255,0.165,0.501,0.46299999999999997,13.6,31.4,0.18899999999999997,0.47100000000000003,14.7,70.1,0.237,Air Canada Centre,810160.0,19760.0
494,MEM,2001,25.5,23,59,20,62,-7.44,0.7,-6.74,98.2,106.3,-8.1,91.1,0.28800000000000003,0.168,0.501,0.462,15.4,27.8,0.204,0.486,13.7,68.0,0.19699999999999998,Pyramid Arena,591030.0,14415.0
534,GSW,2001,24.8,21,61,26,56,-5.4,0.61,-4.8,102.8,108.5,-5.7,94.5,0.335,0.142,0.499,0.452,14.7,35.3,0.242,0.488,12.9,69.4,0.23199999999999998,The Arena in Oakland,593182.0,14468.0
