,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
4,CHI,1983,24.4,27,55,28,54,-5.18,0.5,-4.69,102.4,107.5,-5.1,99.8,0.36,0.017,0.526,0.475,16.3,32.3,0.268,0.49700000000000005,15.6,67.2,0.266,Chicago Stadium,256430.0,
44,LAL,1983,27.5,54,28,50,32,3.76,-0.44,3.32,110.9,107.3,3.6,103.7,0.313,0.031,0.574,0.536,16.1,33.7,0.23600000000000002,0.48700000000000004,14.3,66.6,0.23199999999999998,The Forum,622401.0,
84,BOS,1983,28.0,62,20,57,25,6.56,-0.14,6.42,110.9,104.4,6.5,99.7,0.33299999999999996,0.032,0.5539999999999999,0.504,14.6,34.2,0.264,0.475,13.8,69.7,0.225,Boston Garden,606857.0,14890.0
124,SEA,1983,27.1,42,40,41,41,-0.17,-0.17,-0.34,107.9,108.1,-0.2,99.7,0.34700000000000003,0.02,0.5429999999999999,0.49,14.3,30.7,0.271,0.49200000000000005,13.8,66.6,0.226,King County Domed Stadium,425307.0,
153,UTA,1983,26.9,45,37,44,38,1.13,-0.32,0.81,109.0,108.0,1.0,104.9,0.374,0.044000000000000004,0.5589999999999999,0.505,15.2,30.8,0.292,0.479,13.9,63.4,0.22899999999999998,Salt Palace,400065.0,
224,PHI,1983,27.7,52,30,47,35,2.2,0.2,2.39,106.8,104.6,2.2,99.6,0.396,0.016,0.551,0.49700000000000005,16.9,34.6,0.299,0.484,16.0,65.9,0.24600000000000002,The Spectrum,588139.0,16773.0
264,SAS,1983,27.4,37,45,40,42,-0.27,-0.23,-0.5,111.2,111.4,-0.2,106.5,0.337,0.034,0.556,0.511,14.0,33.4,0.255,0.508,13.7,66.2,0.233,HemisFair Arena,375900.0,
304,WAS,1983,26.2,35,47,33,49,-2.89,0.53,-2.36,104.2,107.2,-3.0,97.4,0.319,0.040999999999999995,0.535,0.489,15.5,30.1,0.24100000000000002,0.49200000000000005,13.7,69.7,0.239,Capital Centre,317447.0,7373.0
344,POR,1983,25.8,48,34,50,32,3.55,-0.42,3.13,111.2,107.7,3.5,101.1,0.36700000000000005,0.018000000000000002,0.556,0.507,15.1,36.4,0.27699999999999997,0.518,17.0,67.4,0.259,Memorial Coliseum,518306.0,
418,HOU,1983,26.8,29,53,33,49,-3.09,-0.04,-3.12,105.3,108.2,-2.9,104.7,0.284,0.02,0.535,0.49700000000000005,15.6,32.8,0.21,0.486,14.1,67.5,0.285,The Summit,425755.0,
492,KCK,1983,26.2,38,44,37,45,-1.48,-0.15,-1.62,106.5,108.0,-1.5,102.9,0.345,0.026000000000000002,0.542,0.49,15.3,32.4,0.268,0.505,16.1,66.9,0.266,Kemper Arena,370270.0,
516,GSW,1983,25.6,37,45,32,50,-3.4,0.05,-3.35,105.5,108.8,-3.3,103.3,0.342,0.03,0.52,0.47100000000000003,14.9,35.6,0.254,0.519,17.0,64.2,0.25,Oakland-Alameda County Coliseum Arena,316844.0,
556,DEN,1983,27.0,38,44,38,44,-1.1,-0.17,-1.27,111.3,112.3,-1.0,110.5,0.337,0.032,0.5529999999999999,0.498,12.8,29.3,0.276,0.522,14.6,66.6,0.27699999999999997,McNichols Sports Arena,462407.0,
