,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
433,HOU,1998,29.6,31,19,29,21,2.32,-0.93,1.39,105.4,102.9,2.5,88.8,0.313,0.24100000000000002,0.545,0.506,15.8,27.8,0.228,0.461,12.4,69.9,0.188,Compaq Center,407125.0,
467,TOR,1998,27.3,23,27,22,28,-1.64,0.33,-1.32,102.0,103.9,-1.9,88.8,0.33799999999999997,0.168,0.504,0.45,15.0,33.8,0.257,0.473,14.8,70.2,0.258,Air Canada Centre,439190.0,
531,GSW,1998,28.1,21,29,20,30,-2.5,-0.13,-2.63,98.4,101.1,-2.7,88.9,0.282,0.135,0.47100000000000003,0.434,14.1,35.2,0.19,0.445,14.0,70.4,0.29,The Arena in Oakland,335837.0,
571,DEN,1998,24.6,14,36,14,36,-6.6,-0.07,-6.67,103.1,110.4,-7.3,90.5,0.332,0.231,0.511,0.45899999999999996,13.9,30.1,0.253,0.499,13.2,69.2,0.248,McNichols Sports Arena,296965.0,
611,ATL,1998,29.6,31,19,31,19,2.9,-0.08,2.82,100.5,97.1,3.4,85.3,0.37799999999999995,0.171,0.49200000000000005,0.436,14.5,33.1,0.27699999999999997,0.43700000000000006,13.4,72.1,0.20199999999999999,Georgia Dome,331831.0,
642,CHO,1998,29.0,26,24,25,25,-0.1,0.73,0.63,102.3,102.4,-0.1,89.7,0.37200000000000005,0.198,0.537,0.485,15.5,24.4,0.278,0.461,14.3,69.5,0.24,Charlotte Coliseum,480807.0,
660,ORL,1998,28.7,33,17,30,20,2.6,0.51,3.11,100.3,97.4,2.9,88.8,0.318,0.171,0.498,0.456,15.4,32.6,0.222,0.473,16.7,70.8,0.18100000000000002,Orlando Arena,411091.0,
700,CLE,1998,26.7,22,28,22,28,-1.72,0.78,-0.94,99.6,101.6,-2.0,86.4,0.381,0.15,0.52,0.46399999999999997,15.9,25.1,0.285,0.46799999999999997,16.2,69.0,0.267,Gund Arena,352992.0,
754,NYK,1998,29.0,27,23,27,23,1.02,0.43,1.45,98.6,97.5,1.1,86.9,0.32899999999999996,0.159,0.509,0.46299999999999997,15.9,27.9,0.24100000000000002,0.434,14.9,71.0,0.258,Madison Square Garden (IV),494075.0,
794,IND,1998,30.8,33,17,32,18,3.74,0.12,3.86,108.7,104.4,4.3,86.4,0.318,0.207,0.537,0.486,12.8,28.7,0.253,0.46,12.7,69.9,0.23600000000000002,Market Square Arena,404536.0,
834,MIL,1998,28.3,28,22,28,22,1.66,0.0,1.66,104.9,103.0,1.9,87.0,0.303,0.162,0.53,0.489,14.3,29.0,0.222,0.46299999999999997,16.0,67.6,0.275,Bradley Center,381948.0,
869,LAC,1998,25.0,9,41,11,39,-8.82,-0.12,-8.94,100.0,109.7,-9.7,89.5,0.306,0.16699999999999998,0.49700000000000005,0.45399999999999996,14.9,30.6,0.22,0.503,14.8,66.9,0.27899999999999997,Los Angeles Memorial Sports Arena,256568.0,
908,DAL,1998,26.1,19,31,21,29,-2.4,-0.1,-2.5,102.3,104.9,-2.6,89.0,0.3,0.14800000000000002,0.502,0.45899999999999996,13.2,29.8,0.218,0.47600000000000003,13.3,69.1,0.212,Reunion Arena,362837.0,
948,PHO,1998,29.3,27,23,29,21,2.26,-0.11,2.15,105.8,103.3,2.5,90.0,0.303,0.175,0.526,0.48100000000000004,13.0,28.4,0.231,0.485,15.4,69.8,0.21600000000000003,America West Arena,472283.0,
988,DET,1998,27.7,29,21,32,18,3.42,0.55,3.97,104.2,100.3,3.9,86.3,0.345,0.183,0.528,0.48,15.6,30.5,0.256,0.46799999999999997,15.4,72.0,0.259,The Palace of Auburn Hills,444585.0,
1018,MIN,1998,27.2,25,25,26,24,0.38,-0.55,-0.17,101.9,101.5,0.4,91.0,0.264,0.095,0.48100000000000004,0.439,11.7,32.5,0.196,0.467,15.8,70.2,0.276,Target Center,427974.0,
1058,NJN,1998,26.0,16,34,18,32,-3.78,0.58,-3.2,99.5,103.6,-4.1,91.5,0.301,0.163,0.485,0.434,13.7,31.1,0.231,0.48100000000000004,15.2,69.7,0.23800000000000002,Continental Airlines Arena,400387.0,
1075,VAN,1998,25.0,8,42,11,39,-8.66,-0.28,-8.94,98.4,107.9,-9.5,89.0,0.36700000000000005,0.11800000000000001,0.498,0.447,16.0,30.9,0.263,0.49200000000000005,14.7,66.9,0.261,General Motors Place,417966.0,
