,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
19,CHI,1998,28.6,13,37,9,41,-9.46,0.88,-8.58,92.4,103.0,-10.6,88.1,0.309,0.159,0.47,0.424,15.1,26.8,0.21899999999999997,0.483,15.3,71.7,0.24100000000000002,United Center,560012.0,
59,LAL,1998,27.5,31,19,30,20,3.02,-0.35,2.68,107.6,104.3,3.3,91.6,0.382,0.174,0.5379999999999999,0.498,14.1,30.6,0.261,0.46799999999999997,13.3,70.2,0.267,Great Western Forum,430007.0,
99,BOS,1998,24.3,19,31,22,28,-1.86,0.11,-1.75,100.4,102.4,-2.0,91.5,0.259,0.182,0.501,0.469,14.8,30.6,0.179,0.465,15.6,69.4,0.287,FleetCenter,440602.0,
139,SEA,1998,31.2,25,25,23,27,-1.08,-0.35,-1.43,105.0,106.2,-1.2,89.6,0.341,0.226,0.519,0.48100000000000004,14.3,31.9,0.23199999999999998,0.489,14.1,68.6,0.213,KeyArena at Seattle Center,426800.0,
168,UTA,1998,30.3,37,13,37,13,6.52,-0.99,5.54,105.8,98.4,7.4,87.0,0.41700000000000004,0.107,0.545,0.485,16.0,30.0,0.32,0.441,14.4,70.4,0.242,Delta Center,493120.0,
199,MIA,1998,30.3,33,17,35,15,4.96,0.15,5.11,104.7,98.9,5.8,84.8,0.354,0.226,0.54,0.494,15.3,27.3,0.26,0.439,13.6,71.0,0.226,Miami Arena,378813.0,
239,PHI,1998,26.0,28,22,29,21,2.06,0.5,2.56,99.9,97.6,2.3,88.6,0.38299999999999995,0.096,0.494,0.439,15.3,34.2,0.276,0.45399999999999996,17.1,69.8,0.249,First Union Center,436444.0,
279,SAS,1998,30.1,37,13,39,11,8.06,-0.94,7.12,104.0,95.0,9.0,88.6,0.371,0.13699999999999998,0.523,0.479,14.6,30.4,0.259,0.423,13.8,69.5,0.198,Alamodome,527357.0,
319,WAS,1998,29.3,18,32,21,29,-2.24,0.49,-1.75,101.2,103.7,-2.5,89.8,0.302,0.146,0.507,0.46799999999999997,14.1,28.2,0.213,0.474,15.1,69.5,0.273,MCI Center,402481.0,
359,POR,1998,27.4,35,15,36,14,6.36,-0.69,5.67,104.8,97.7,7.1,89.2,0.341,0.171,0.521,0.473,14.5,31.8,0.253,0.445,14.9,71.8,0.233,Rose Garden Arena,486556.0,
393,SAC,1998,26.1,27,23,24,26,-0.42,-0.47,-0.89,102.7,103.1,-0.4,96.0,0.3,0.21899999999999997,0.514,0.479,14.7,30.6,0.205,0.47100000000000003,13.7,67.7,0.17600000000000002,ARCO Arena (II),418751.0,
