,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
36,CHI,2015,27.6,42,40,37,45,-1.48,0.01,-1.46,105.0,106.5,-1.5,95.7,0.24,0.244,0.526,0.48700000000000004,12.6,24.5,0.18899999999999997,0.485,10.7,74.9,0.182,United Center,894659.0,21821.0
76,LAL,2015,26.5,17,65,17,65,-9.56,0.64,-8.92,101.6,111.6,-10.0,95.6,0.292,0.29,0.509,0.46,12.5,23.1,0.228,0.523,11.6,74.7,0.20199999999999999,STAPLES Center,778877.0,18997.0
116,BOS,2015,25.2,48,34,50,32,3.21,-0.37,2.84,106.8,103.6,3.2,98.5,0.264,0.293,0.531,0.488,12.1,25.1,0.20800000000000002,0.48700000000000004,14.6,74.6,0.231,TD Garden,749076.0,18270.0
185,UTA,2015,24.2,40,42,46,36,1.79,0.05,1.84,105.9,103.9,2.0,91.0,0.28600000000000003,0.297,0.54,0.501,14.2,25.9,0.213,0.495,13.5,77.7,0.21,Vivint Smart Home Arena,791489.0,19305.0
216,MIA,2015,28.4,48,34,46,36,1.65,-0.14,1.5,106.1,104.4,1.7,93.6,0.282,0.221,0.545,0.508,13.3,23.8,0.21,0.485,12.1,77.8,0.196,AmericanAirlines Arena,809350.0,19740.0
256,PHI,2015,23.3,10,72,16,66,-10.23,0.31,-9.92,98.8,109.2,-10.4,97.9,0.26899999999999996,0.327,0.519,0.48700000000000004,14.8,20.6,0.18600000000000003,0.51,13.5,74.0,0.24,Wells Fargo Center,614650.0,14991.0
296,SAS,2015,30.3,67,15,67,15,10.63,-0.36,10.28,110.3,99.0,11.3,93.8,0.24600000000000002,0.223,0.564,0.526,12.4,23.0,0.19699999999999998,0.47700000000000004,14.1,79.1,0.182,AT&T Center,756445.0,18450.0
336,WAS,2015,27.3,41,41,40,42,-0.5,0.0,-0.5,105.3,105.8,-0.5,98.5,0.263,0.282,0.544,0.511,13.1,20.6,0.192,0.515,14.6,77.7,0.218,Verizon Center,725426.0,17693.0
376,POR,2015,24.3,44,38,43,39,0.83,0.15,0.98,108.8,108.0,0.8,96.0,0.268,0.332,0.5479999999999999,0.511,13.2,25.9,0.20199999999999999,0.503,12.1,76.2,0.225,Moda Center,794085.0,19368.0
410,SAC,2015,26.6,33,49,34,48,-2.48,0.16,-2.32,106.0,108.4,-2.4,100.0,0.295,0.26,0.546,0.51,14.2,23.9,0.214,0.521,14.0,74.9,0.20199999999999999,Sleep Train Arena,707526.0,17222.0
450,HOU,2015,27.8,41,41,42,40,0.2,0.14,0.34,108.3,108.1,0.2,97.6,0.35200000000000004,0.37,0.5529999999999999,0.516,14.2,25.7,0.244,0.516,14.7,72.8,0.21899999999999997,Toyota Center,737244.0,17982.0
484,TOR,2015,26.3,56,26,53,29,4.5,-0.42,4.08,110.0,105.2,4.8,92.9,0.32799999999999996,0.287,0.552,0.504,12.3,24.6,0.255,0.498,12.7,77.7,0.201,Air Canada Centre,812863.0,19826.0
508,MEM,2015,30.5,42,40,35,47,-2.24,0.11,-2.14,105.4,107.8,-2.4,93.3,0.295,0.222,0.524,0.47700000000000004,12.3,25.3,0.231,0.518,15.2,75.1,0.251,FedEx Forum,701894.0,17119.0
548,GSW,2015,27.4,73,9,65,17,10.76,-0.38,10.38,114.5,103.8,10.7,99.3,0.25,0.36200000000000004,0.593,0.563,13.5,23.5,0.191,0.479,12.6,76.0,0.20800000000000002,Oracle Arena,803436.0,19596.0
588,DEN,2015,24.7,33,49,33,49,-3.1,0.29,-2.81,105.6,108.9,-3.3,95.7,0.282,0.27699999999999997,0.531,0.489,13.2,25.8,0.21600000000000003,0.515,12.6,77.3,0.21600000000000003,Pepsi Center,577898.0,14095.0
628,ATL,2015,28.2,48,34,51,31,3.61,-0.12,3.49,105.1,101.4,3.7,97.1,0.237,0.336,0.552,0.516,13.8,19.1,0.185,0.48,14.4,74.6,0.19399999999999998,Philips Arena,690150.0,16833.0
647,CHO,2015,26.0,48,34,49,33,2.72,-0.36,2.36,107.1,104.3,2.8,95.7,0.28,0.348,0.545,0.502,11.7,20.0,0.222,0.496,12.5,79.8,0.191,Time Warner Cable Arena,716894.0,17485.0
677,ORL,2015,23.9,35,47,36,46,-1.62,-0.06,-1.68,105.1,106.8,-1.7,96.0,0.23199999999999998,0.255,0.5329999999999999,0.5,12.8,23.1,0.175,0.513,13.8,76.5,0.215,Amway Center,719275.0,17515.0
717,CLE,2015,28.1,57,25,57,25,6.0,-0.55,5.45,110.9,104.5,6.4,93.3,0.259,0.35200000000000004,0.5579999999999999,0.524,12.7,25.1,0.19399999999999998,0.496,12.6,78.5,0.205,Quicken Loans Arena,843042.0,20562.0
771,NYK,2015,27.2,32,50,33,49,-2.73,0.0,-2.74,104.6,107.6,-3.0,93.4,0.255,0.256,0.527,0.483,12.6,23.7,0.205,0.48700000000000004,10.5,75.8,0.204,Madison Square Garden (IV),812292.0,19812.0
811,IND,2015,26.9,45,37,46,36,1.71,-0.09,1.62,104.6,102.9,1.7,96.6,0.268,0.27,0.536,0.49700000000000005,13.5,23.4,0.205,0.489,14.3,76.0,0.205,Bankers Life Fieldhouse,690733.0,16847.0
851,MIL,2015,23.5,33,49,29,53,-4.18,0.2,-3.98,104.3,108.7,-4.4,94.2,0.276,0.18899999999999997,0.537,0.499,14.2,24.9,0.207,0.51,14.2,73.1,0.221,BMO Harris Bradley Center,621808.0,15166.0
