,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
1,CHI,1980,26.5,45,37,46,36,1.98,0.37,2.34,107.8,105.8,2.0,100.6,0.371,0.026000000000000002,0.556,0.504,17.2,36.9,0.28800000000000003,0.493,15.5,68.4,0.23199999999999998,Chicago Stadium,391118.0,
41,LAL,1980,27.0,54,28,51,31,3.84,-0.57,3.27,107.6,103.9,3.7,102.7,0.28600000000000003,0.013000000000000001,0.5479999999999999,0.513,15.8,33.9,0.209,0.46799999999999997,14.6,64.4,0.20800000000000002,The Forum,538865.0,
81,BOS,1980,27.0,62,20,56,26,5.88,0.17,6.05,108.4,102.6,5.8,100.8,0.33399999999999996,0.034,0.5529999999999999,0.509,16.2,34.7,0.251,0.46399999999999997,15.1,67.0,0.24,Boston Garden,595454.0,
121,SEA,1980,26.8,34,48,37,45,-1.65,-0.2,-1.84,103.2,104.8,-1.6,100.3,0.33299999999999996,0.016,0.521,0.47,15.7,33.1,0.254,0.46799999999999997,13.8,66.1,0.23199999999999998,King County Domed Stadium,675097.0,
150,UTA,1980,25.3,28,54,26,56,-5.89,-0.1,-5.99,103.4,109.4,-6.0,97.7,0.305,0.024,0.536,0.491,15.5,28.3,0.23399999999999999,0.49200000000000005,13.8,66.8,0.268,Salt Palace,307835.0,
221,PHI,1980,27.2,62,20,60,22,7.85,-0.09,7.76,107.0,99.5,7.5,103.4,0.34299999999999997,0.012,0.562,0.515,17.3,32.3,0.264,0.45399999999999996,16.3,67.1,0.252,The Spectrum,469355.0,
261,SAS,1980,26.7,52,30,48,34,2.88,-0.7,2.18,108.5,105.7,2.8,102.9,0.36700000000000005,0.012,0.545,0.49200000000000005,15.4,37.5,0.282,0.475,14.1,68.0,0.233,HemisFair Arena,440553.0,
301,WAS,1980,28.6,39,43,41,41,0.01,0.41,0.42,102.7,102.7,0.0,102.4,0.276,0.032,0.514,0.47600000000000003,14.4,30.5,0.19899999999999998,0.47200000000000003,14.3,67.8,0.212,Capital Centre,377238.0,
341,POR,1980,25.7,45,37,43,39,0.89,-0.37,0.52,106.5,105.7,0.8,103.0,0.29100000000000004,0.02,0.534,0.498,15.2,33.9,0.209,0.49,15.8,65.7,0.24600000000000002,Memorial Coliseum,519306.0,
415,HOU,1980,26.8,40,42,42,40,0.33,-0.53,-0.2,107.0,106.7,0.3,100.5,0.303,0.016,0.534,0.489,14.9,33.9,0.233,0.496,14.7,66.6,0.214,The Summit,385354.0,
489,KCK,1980,26.2,40,42,41,41,0.01,-0.51,-0.49,104.7,104.7,0.0,101.3,0.308,0.023,0.54,0.503,15.1,29.2,0.22,0.483,15.6,68.3,0.265,Kemper Arena,336385.0,
513,GSW,1980,24.4,39,43,38,44,-1.18,-0.23,-1.41,108.5,109.7,-1.2,101.0,0.345,0.028999999999999998,0.537,0.493,15.6,38.8,0.251,0.507,14.4,67.5,0.25,Oakland-Alameda County Coliseum Arena,412969.0,
553,DEN,1980,26.8,37,45,40,42,-0.48,-0.47,-0.95,109.4,109.8,-0.4,109.8,0.38299999999999995,0.018000000000000002,0.537,0.47700000000000004,13.4,33.1,0.3,0.509,14.6,65.4,0.23199999999999998,McNichols Sports Arena,423287.0,15252.0
593,ATL,1980,26.8,31,51,33,49,-3.1,0.73,-2.37,104.3,107.3,-3.0,99.4,0.377,0.012,0.537,0.48,16.7,34.1,0.293,0.498,17.3,64.8,0.295,Omni Coliseum,362699.0,
682,CLE,1980,25.7,28,54,29,53,-4.85,0.7,-4.15,104.3,109.1,-4.8,100.8,0.251,0.033,0.513,0.47200000000000003,14.2,33.5,0.195,0.507,15.2,66.0,0.251,Coliseum at Richfield,224499.0,
731,SDC,1980,27.6,36,46,37,45,-1.59,-0.2,-1.78,106.0,107.6,-1.6,100.2,0.308,0.055999999999999994,0.528,0.486,14.5,33.0,0.22699999999999998,0.507,16.2,66.3,0.262,San Diego Sports Arena,257597.0,
736,NYK,1980,25.1,50,32,45,37,1.62,0.38,2.0,106.0,104.4,1.6,101.0,0.32899999999999996,0.033,0.5329999999999999,0.48700000000000004,15.0,31.6,0.24600000000000002,0.504,17.2,65.8,0.22,Madison Square Garden (IV),544641.0,
776,IND,1980,26.0,44,38,45,37,1.4,0.32,1.72,106.4,105.0,1.4,100.9,0.35100000000000003,0.023,0.528,0.484,15.1,35.5,0.251,0.49200000000000005,17.0,64.5,0.248,Market Square Arena,415339.0,
816,MIL,1980,26.6,60,22,59,23,7.27,-0.13,7.14,108.7,101.8,6.9,103.6,0.313,0.018000000000000002,0.546,0.5,15.7,36.3,0.24100000000000002,0.461,16.6,65.6,0.28,MECCA Arena,448366.0,
890,DAL,1980,24.8,15,67,20,62,-8.4,0.07,-8.33,102.4,110.8,-8.4,98.6,0.359,0.024,0.519,0.466,15.2,30.7,0.27,0.516,15.1,65.0,0.245,Reunion Arena,319347.0,
930,PHO,1980,25.7,57,25,55,27,5.51,-0.68,4.83,104.6,99.4,5.2,104.7,0.332,0.022000000000000002,0.537,0.49200000000000005,17.1,35.1,0.247,0.47100000000000003,17.5,68.2,0.244,Arizona Veterans Memorial Coliseum,482693.0,
970,DET,1980,24.3,21,61,24,58,-6.32,0.74,-5.58,98.1,104.3,-6.2,101.2,0.33399999999999996,0.012,0.51,0.46399999999999997,18.0,33.4,0.242,0.512,18.6,65.9,0.242,Pontiac Silverdome,228348.0,
1040,NJN,1980,25.2,24,58,26,56,-6.02,0.87,-5.15,101.0,106.7,-5.7,105.2,0.324,0.019,0.525,0.478,16.6,30.4,0.243,0.506,16.4,69.2,0.281,Rutgers Athletic Center,301900.0,8402.0
