,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
5,CHI,1984,25.2,38,44,39,43,-0.84,0.34,-0.5,108.7,109.6,-0.9,99.4,0.366,0.023,0.556,0.502,15.4,32.2,0.287,0.495,13.8,67.5,0.257,Chicago Stadium,487297.0,
45,LAL,1984,27.4,62,20,58,24,7.35,-0.87,6.48,114.1,107.0,7.1,103.2,0.308,0.040999999999999995,0.589,0.551,15.7,33.8,0.235,0.485,13.7,67.1,0.22,The Forum,610361.0,15505.0
85,BOS,1984,28.5,63,19,57,25,6.65,-0.18,6.47,112.8,106.3,6.5,101.6,0.315,0.042,0.564,0.515,13.8,32.8,0.254,0.48100000000000004,12.6,70.4,0.198,Boston Garden,610547.0,14890.0
125,SEA,1984,26.4,31,51,27,55,-5.44,0.0,-5.44,102.8,108.2,-5.4,99.3,0.33399999999999996,0.027000000000000003,0.529,0.47700000000000004,15.9,30.0,0.257,0.498,14.6,67.3,0.23800000000000002,King County Domed Stadium,303344.0,
154,UTA,1984,27.0,41,41,41,41,-0.11,-0.22,-0.33,103.3,103.4,-0.1,105.1,0.33299999999999996,0.042,0.534,0.483,15.8,29.0,0.257,0.469,15.7,65.3,0.23800000000000002,Salt Palace,371829.0,
225,PHI,1984,27.9,58,24,51,31,4.1,0.07,4.17,111.3,107.3,4.0,100.8,0.41200000000000003,0.032,0.561,0.49700000000000005,16.0,37.4,0.331,0.494,15.7,66.6,0.259,The Spectrum,575415.0,
265,SAS,1984,28.1,41,41,43,39,0.91,-0.29,0.63,109.9,109.0,0.9,103.9,0.35700000000000004,0.027999999999999997,0.565,0.517,15.6,33.2,0.272,0.501,15.0,68.5,0.26899999999999996,HemisFair Arena,351950.0,
305,WAS,1984,27.1,40,42,40,42,-0.27,0.42,0.15,104.3,104.6,-0.3,100.3,0.26899999999999996,0.054000000000000006,0.524,0.486,13.4,27.5,0.2,0.491,15.3,68.2,0.226,Capital Centre,383098.0,17042.0
345,POR,1984,25.2,42,40,49,33,3.4,-0.6,2.8,110.4,107.2,3.2,103.5,0.36200000000000004,0.027000000000000003,0.5539999999999999,0.506,14.8,34.0,0.271,0.49700000000000005,15.9,64.4,0.23199999999999998,Memorial Coliseum,519306.0,
419,HOU,1984,25.3,48,34,45,37,1.72,-0.34,1.38,107.9,106.3,1.6,102.2,0.304,0.025,0.54,0.507,16.0,37.4,0.213,0.48700000000000004,15.2,67.4,0.259,The Summit,553014.0,
493,KCK,1984,26.1,31,51,34,48,-2.67,-0.04,-2.71,109.5,112.1,-2.6,104.4,0.35700000000000004,0.033,0.5589999999999999,0.508,15.9,34.0,0.278,0.514,14.2,66.6,0.262,Kemper Arena,262813.0,
517,GSW,1984,26.1,22,60,24,58,-7.34,0.13,-7.21,106.0,113.0,-7.0,103.2,0.335,0.053,0.522,0.47,14.4,34.5,0.257,0.54,16.1,66.0,0.268,Oakland-Alameda County Coliseum Arena,300586.0,
557,DEN,1984,28.3,52,30,47,35,2.44,-0.39,2.05,110.7,108.4,2.3,107.6,0.322,0.028999999999999998,0.54,0.491,13.2,33.6,0.253,0.516,17.0,66.1,0.275,McNichols Sports Arena,448546.0,
597,ATL,1984,25.5,34,48,37,45,-1.45,0.31,-1.14,105.9,107.3,-1.4,99.8,0.33299999999999996,0.033,0.536,0.489,15.3,32.5,0.25,0.485,15.2,63.8,0.249,Omni Coliseum,290746.0,
686,CLE,1984,26.6,36,46,34,48,-2.76,0.48,-2.27,106.0,108.7,-2.7,101.9,0.33799999999999997,0.045,0.526,0.478,14.1,32.9,0.254,0.483,13.7,66.9,0.265,Coliseum at Richfield,324004.0,7618.0
740,NYK,1984,25.8,24,58,29,53,-4.63,0.54,-4.09,104.9,109.6,-4.7,99.5,0.331,0.027999999999999997,0.53,0.48700000000000004,15.2,31.7,0.24,0.499,16.5,63.3,0.33899999999999997,Madison Square Garden (IV),457137.0,
