,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
421,HOU,1986,26.1,42,40,44,38,1.0,-0.4,0.6,106.5,105.5,1.0,99.9,0.324,0.045,0.528,0.483,14.3,33.5,0.24,0.47,14.1,68.0,0.261,The Summit,660175.0,
519,GSW,1986,26.9,42,40,35,47,-2.34,-0.2,-2.54,108.9,111.2,-2.3,101.7,0.341,0.049,0.539,0.48700000000000004,13.7,32.5,0.266,0.503,14.2,65.3,0.272,Oakland-Alameda County Coliseum Arena,423997.0,9465.0
559,DEN,1986,28.2,37,45,39,43,-0.87,-0.28,-1.14,109.3,110.2,-0.9,106.2,0.32299999999999995,0.049,0.527,0.478,11.8,32.2,0.248,0.503,15.4,67.0,0.307,McNichols Sports Arena,494943.0,
599,ATL,1986,26.1,57,25,59,23,7.23,-0.05,7.18,112.6,105.2,7.4,97.4,0.373,0.06,0.5429999999999999,0.49,13.3,37.2,0.28300000000000003,0.46,13.9,67.4,0.284,Omni Coliseum,549526.0,
688,CLE,1986,24.6,31,51,31,51,-3.82,0.63,-3.19,102.6,106.4,-3.8,101.3,0.359,0.047,0.519,0.47600000000000003,16.4,34.4,0.25,0.484,14.2,65.9,0.22399999999999998,Coliseum at Richfield,447125.0,
742,NYK,1986,26.4,24,58,25,57,-6.27,0.85,-5.42,104.8,111.1,-6.3,98.5,0.336,0.053,0.528,0.483,15.0,31.2,0.24600000000000002,0.49700000000000005,14.6,61.9,0.27,Madison Square Garden (IV),538048.0,
782,IND,1986,25.9,41,41,39,43,-0.65,0.47,-0.17,106.0,106.6,-0.6,98.8,0.29600000000000004,0.043,0.525,0.478,13.4,30.5,0.23199999999999998,0.48700000000000004,14.9,68.8,0.281,Market Square Arena,521007.0,
822,MIL,1986,27.7,50,32,51,31,3.91,0.12,4.04,109.5,105.6,3.9,100.3,0.35,0.079,0.539,0.48700000000000004,13.0,31.1,0.268,0.479,16.0,66.1,0.307,MECCA Arena,451797.0,
857,LAC,1986,26.2,12,70,16,66,-11.43,0.42,-11.0,101.2,112.3,-11.1,102.7,0.34299999999999997,0.047,0.508,0.457,15.0,31.8,0.255,0.526,15.5,64.3,0.258,Los Angeles Memorial Sports Arena,316140.0,
896,DAL,1986,26.4,55,27,56,26,6.3,-0.77,5.54,114.9,108.7,6.2,100.5,0.369,0.08900000000000001,0.5579999999999999,0.503,12.3,33.8,0.29100000000000004,0.486,13.5,66.5,0.233,Reunion Arena,696333.0,
936,PHO,1986,26.0,36,46,35,47,-2.44,-0.19,-2.63,108.0,110.3,-2.3,102.0,0.348,0.035,0.55,0.501,15.3,32.1,0.264,0.502,14.4,65.7,0.265,Arizona Veterans Memorial Coliseum,458347.0,
976,DET,1986,26.8,52,30,50,32,3.44,0.07,3.51,109.2,105.8,3.4,101.0,0.36,0.023,0.544,0.49200000000000005,14.5,34.7,0.275,0.47100000000000003,13.3,69.9,0.267,Pontiac Silverdome,907520.0,
1046,NJN,1986,26.2,24,58,28,54,-5.05,0.63,-4.42,105.6,110.5,-4.9,101.8,0.368,0.063,0.54,0.48700000000000004,16.4,33.2,0.282,0.488,13.8,68.1,0.33,Brendan Byrne Arena,452704.0,11449.0
