,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
555,DEN,1982,27.2,45,37,42,40,0.62,-0.36,0.27,109.7,109.1,0.6,112.1,0.337,0.016,0.55,0.495,14.0,31.0,0.272,0.509,15.1,64.8,0.22,McNichols Sports Arena,491253.0,
595,ATL,1982,26.6,43,39,38,44,-0.95,0.23,-0.72,102.2,103.2,-1.0,98.9,0.295,0.026000000000000002,0.516,0.47200000000000003,15.0,30.7,0.222,0.473,15.2,65.1,0.223,Omni Coliseum,292126.0,
684,CLE,1982,26.4,23,59,22,60,-7.44,0.66,-6.78,99.2,106.8,-7.6,97.6,0.28300000000000003,0.017,0.506,0.467,16.4,33.0,0.204,0.49200000000000005,13.8,71.3,0.258,Coliseum at Richfield,160537.0,3782.0
733,SDC,1982,24.8,25,57,29,53,-4.83,0.22,-4.61,104.7,109.3,-4.6,103.0,0.28800000000000003,0.034,0.518,0.479,15.7,37.1,0.20800000000000002,0.531,17.6,65.8,0.284,San Diego Sports Arena,195883.0,
738,NYK,1982,26.5,44,38,48,34,2.45,0.13,2.58,102.4,99.9,2.5,97.0,0.336,0.019,0.526,0.484,16.2,31.6,0.239,0.478,18.1,67.8,0.257,Madison Square Garden (IV),438823.0,7355.0
778,IND,1982,24.9,20,62,27,55,-5.85,0.49,-5.36,103.8,109.4,-5.6,103.9,0.247,0.031,0.52,0.483,15.2,33.6,0.187,0.52,16.4,65.5,0.249,Market Square Arena,188642.0,3495.0
818,MIL,1982,28.1,51,31,53,29,4.4,-0.08,4.32,105.8,101.4,4.4,100.0,0.322,0.024,0.537,0.491,15.1,31.8,0.243,0.45899999999999996,15.5,65.5,0.228,MECCA Arena,425572.0,
892,DAL,1982,24.2,38,44,40,42,-0.41,-0.29,-0.7,109.4,109.8,-0.4,102.8,0.326,0.025,0.535,0.489,13.5,34.8,0.245,0.506,14.0,66.2,0.228,Reunion Arena,487155.0,
932,PHO,1982,26.6,53,29,54,28,5.06,-0.45,4.61,105.1,100.1,5.0,101.6,0.306,0.022000000000000002,0.54,0.499,16.0,32.0,0.22699999999999998,0.45799999999999996,15.9,67.5,0.235,Arizona Veterans Memorial Coliseum,465603.0,
972,DET,1982,24.6,37,45,40,42,-0.4,0.24,-0.17,105.4,105.8,-0.4,105.8,0.34,0.036000000000000004,0.529,0.48100000000000004,15.1,33.6,0.253,0.496,15.4,66.2,0.214,Pontiac Silverdome,482571.0,
1042,NJN,1982,25.2,49,33,49,33,2.77,0.01,2.77,101.6,98.9,2.7,104.0,0.322,0.021,0.532,0.494,18.7,36.8,0.22699999999999998,0.48100000000000004,18.9,68.8,0.251,Brendan Byrne Arena,530801.0,12946.0
