,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
383,SAC,1988,25.2,27,55,27,55,-5.55,0.2,-5.35,104.5,110.0,-5.5,100.5,0.28600000000000003,0.11199999999999999,0.523,0.478,14.2,30.5,0.22,0.496,13.2,67.7,0.235,ARCO Arena (II),677197.0,
423,HOU,1988,26.8,45,37,44,38,0.95,-0.73,0.22,105.7,104.8,0.9,101.8,0.35100000000000003,0.073,0.535,0.486,15.9,33.3,0.265,0.48100000000000004,14.9,69.0,0.248,The Summit,680728.0,
521,GSW,1988,26.0,43,39,40,42,-0.3,-0.29,-0.59,107.4,107.7,-0.3,107.3,0.299,0.079,0.529,0.48,14.2,33.4,0.239,0.479,14.6,64.1,0.24,Oakland-Alameda County Coliseum Arena,587820.0,
561,DEN,1988,29.8,44,38,45,37,1.7,-0.78,0.91,108.6,107.1,1.5,107.5,0.284,0.083,0.528,0.48200000000000004,11.8,29.6,0.22399999999999998,0.505,15.6,68.9,0.264,McNichols Sports Arena,527337.0,
601,ATL,1988,28.5,52,30,54,28,4.91,0.35,5.26,112.2,107.2,5.0,98.3,0.375,0.055,0.54,0.48,13.5,37.1,0.3,0.48200000000000004,15.4,64.7,0.256,Omni Coliseum,644291.0,
632,CHO,1988,27.2,20,62,21,61,-8.52,0.79,-7.74,103.7,112.1,-8.4,100.3,0.27699999999999997,0.057999999999999996,0.514,0.47,13.7,30.3,0.213,0.508,14.7,64.9,0.287,Charlotte Coliseum,949858.0,
690,CLE,1988,26.1,57,25,60,22,7.6,0.35,7.95,110.6,102.9,7.7,98.0,0.353,0.069,0.5589999999999999,0.514,14.2,31.2,0.264,0.473,15.0,67.1,0.185,Coliseum at Richfield,721426.0,
744,NYK,1988,25.3,52,30,50,32,3.77,-0.15,3.62,111.1,107.5,3.6,104.4,0.311,0.151,0.5529999999999999,0.512,15.4,36.2,0.23399999999999999,0.504,16.7,65.1,0.249,Madison Square Garden (IV),746851.0,
784,IND,1988,25.2,28,54,30,52,-4.17,1.17,-3.0,106.8,111.0,-4.2,99.2,0.32799999999999996,0.08900000000000001,0.552,0.502,16.3,31.5,0.258,0.478,12.4,66.0,0.275,Market Square Arena,335298.0,
824,MIL,1988,28.5,49,33,50,32,3.61,0.5,4.11,110.1,106.4,3.7,98.6,0.332,0.079,0.544,0.48700000000000004,13.7,32.7,0.273,0.493,16.1,67.5,0.266,Bradley Center,700984.0,
859,LAC,1988,24.6,21,61,18,64,-9.91,0.41,-9.5,100.8,110.2,-9.4,104.4,0.299,0.032,0.518,0.478,16.5,31.2,0.21600000000000003,0.49700000000000005,14.1,64.0,0.237,Los Angeles Memorial Sports Arena,286614.0,
898,DAL,1988,28.6,38,44,38,44,-1.21,-0.59,-1.79,107.4,108.6,-1.2,95.9,0.327,0.098,0.536,0.484,13.5,29.5,0.258,0.48,12.5,66.1,0.215,Reunion Arena,695056.0,
938,PHO,1988,25.7,55,27,59,23,7.7,-0.86,6.84,113.1,105.7,7.4,104.5,0.344,0.064,0.56,0.509,12.8,30.8,0.272,0.47600000000000003,13.5,67.7,0.225,Arizona Veterans Memorial Coliseum,447061.0,
978,DET,1988,28.7,63,19,56,26,5.8,0.44,6.24,110.8,104.7,6.1,95.5,0.34600000000000003,0.057999999999999996,0.551,0.502,14.4,34.5,0.266,0.45799999999999996,13.2,69.2,0.26,The Palace of Auburn Hills,879405.0,
1048,NJN,1988,26.8,26,56,25,57,-6.35,0.66,-5.69,103.0,109.3,-6.3,100.1,0.313,0.079,0.517,0.474,15.0,32.7,0.22899999999999998,0.508,14.4,70.1,0.244,Brendan Byrne Arena,378397.0,
