,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
10,CHI,1989,26.1,55,27,50,32,3.26,-0.51,2.74,112.3,109.0,3.3,96.7,0.302,0.094,0.5589999999999999,0.516,13.4,31.9,0.235,0.508,15.2,68.1,0.262,Chicago Stadium,752564.0,
50,LAL,1989,28.9,63,19,58,24,6.78,-0.04,6.74,114.0,107.0,7.0,96.3,0.345,0.12,0.562,0.512,13.2,32.8,0.271,0.479,12.8,68.5,0.21899999999999997,Great Western Forum,712498.0,
90,BOS,1989,30.2,52,30,51,31,3.99,-0.76,3.23,112.0,107.9,4.1,98.2,0.301,0.057,0.557,0.506,13.4,31.5,0.251,0.47700000000000004,10.8,72.1,0.223,Boston Garden,611537.0,14890.0
130,SEA,1989,25.6,41,41,44,38,1.04,0.36,1.4,110.9,109.8,1.1,95.3,0.299,0.09,0.535,0.494,14.0,37.5,0.222,0.499,14.3,69.1,0.297,Seattle Center Coliseum,473277.0,
159,UTA,1989,27.6,55,27,54,28,4.79,0.03,4.82,110.3,105.4,4.9,96.1,0.377,0.096,0.57,0.522,15.5,30.1,0.284,0.46799999999999997,13.4,69.5,0.268,Salt Palace,517256.0,
190,MIA,1989,24.7,18,64,18,64,-9.72,0.13,-9.59,99.3,108.9,-9.6,101.0,0.276,0.040999999999999995,0.501,0.467,15.9,33.5,0.19,0.499,15.2,67.3,0.292,Miami Arena,615328.0,
230,PHI,1989,27.4,53,29,54,28,4.99,-0.75,4.23,113.5,108.4,5.1,96.5,0.35700000000000004,0.077,0.556,0.502,12.9,32.0,0.281,0.495,13.3,68.4,0.223,The Spectrum,565926.0,
270,SAS,1989,26.4,56,26,50,32,3.49,0.09,3.58,107.7,104.2,3.5,98.5,0.36200000000000004,0.032,0.537,0.488,14.7,34.2,0.27,0.47700000000000004,15.0,68.7,0.235,HemisFair Arena,586787.0,
310,WAS,1989,27.5,31,51,35,47,-2.16,-0.27,-2.43,107.5,109.7,-2.2,99.4,0.276,0.026000000000000002,0.519,0.47700000000000004,12.4,32.4,0.21100000000000002,0.484,12.4,67.2,0.249,Capital Centre,458332.0,
350,POR,1989,26.7,59,23,57,25,6.32,0.16,6.48,110.5,104.4,6.1,102.3,0.36200000000000004,0.075,0.535,0.486,13.4,36.5,0.26899999999999996,0.479,15.2,70.8,0.265,Memorial Coliseum,528132.0,
